"Notes"	"HHS Region"	"HHS Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"25-34 years"	"25-34"	"Jul., 2017"	"2017/07"	238	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"25-34 years"	"25-34"	"Aug., 2017"	"2017/08"	264	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"25-34 years"	"25-34"	"Sep., 2017"	"2017/09"	244	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"25-34 years"	"25-34"	"Oct., 2017"	"2017/10"	255	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"25-34 years"	"25-34"	"Nov., 2017"	"2017/11"	268	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"25-34 years"	"25-34"	"Dec., 2017"	"2017/12"	283	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jan., 2014"	"2014/01"	127	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Feb., 2014"	"2014/02"	111	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Mar., 2014"	"2014/03"	123	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Apr., 2014"	"2014/04"	102	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"May, 2014"	"2014/05"	114	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jun., 2014"	"2014/06"	109	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jul., 2014"	"2014/07"	133	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Aug., 2014"	"2014/08"	150	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Sep., 2014"	"2014/09"	113	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Oct., 2014"	"2014/10"	137	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Nov., 2014"	"2014/11"	142	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Dec., 2014"	"2014/12"	143	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jan., 2015"	"2015/01"	163	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Feb., 2015"	"2015/02"	166	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Mar., 2015"	"2015/03"	161	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Apr., 2015"	"2015/04"	126	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"May, 2015"	"2015/05"	167	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jun., 2015"	"2015/06"	142	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jul., 2015"	"2015/07"	151	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Aug., 2015"	"2015/08"	163	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Sep., 2015"	"2015/09"	142	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Oct., 2015"	"2015/10"	174	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Nov., 2015"	"2015/11"	150	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Dec., 2015"	"2015/12"	173	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jan., 2016"	"2016/01"	161	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Feb., 2016"	"2016/02"	168	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Mar., 2016"	"2016/03"	221	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Apr., 2016"	"2016/04"	194	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"May, 2016"	"2016/05"	186	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jun., 2016"	"2016/06"	214	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jul., 2016"	"2016/07"	219	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Aug., 2016"	"2016/08"	211	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Sep., 2016"	"2016/09"	216	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Oct., 2016"	"2016/10"	242	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Nov., 2016"	"2016/11"	191	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Dec., 2016"	"2016/12"	270	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jan., 2017"	"2017/01"	279	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Feb., 2017"	"2017/02"	224	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Mar., 2017"	"2017/03"	254	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Apr., 2017"	"2017/04"	247	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"May, 2017"	"2017/05"	230	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jun., 2017"	"2017/06"	224	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Jul., 2017"	"2017/07"	231	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Aug., 2017"	"2017/08"	244	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Sep., 2017"	"2017/09"	216	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Oct., 2017"	"2017/10"	249	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Nov., 2017"	"2017/11"	222	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"35-44 years"	"35-44"	"Dec., 2017"	"2017/12"	271	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jan., 2014"	"2014/01"	144	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Feb., 2014"	"2014/02"	148	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Mar., 2014"	"2014/03"	133	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Apr., 2014"	"2014/04"	143	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"May, 2014"	"2014/05"	121	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jun., 2014"	"2014/06"	144	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jul., 2014"	"2014/07"	140	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Aug., 2014"	"2014/08"	175	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Sep., 2014"	"2014/09"	142	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Oct., 2014"	"2014/10"	143	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Nov., 2014"	"2014/11"	165	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Dec., 2014"	"2014/12"	158	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jan., 2015"	"2015/01"	173	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Feb., 2015"	"2015/02"	177	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Mar., 2015"	"2015/03"	189	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Apr., 2015"	"2015/04"	174	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"May, 2015"	"2015/05"	151	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jun., 2015"	"2015/06"	161	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jul., 2015"	"2015/07"	180	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Aug., 2015"	"2015/08"	170	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Sep., 2015"	"2015/09"	156	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Oct., 2015"	"2015/10"	167	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Nov., 2015"	"2015/11"	162	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Dec., 2015"	"2015/12"	162	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jan., 2016"	"2016/01"	174	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Feb., 2016"	"2016/02"	165	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Mar., 2016"	"2016/03"	208	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Apr., 2016"	"2016/04"	172	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"May, 2016"	"2016/05"	191	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jun., 2016"	"2016/06"	206	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jul., 2016"	"2016/07"	185	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Aug., 2016"	"2016/08"	227	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Sep., 2016"	"2016/09"	217	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Oct., 2016"	"2016/10"	217	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Nov., 2016"	"2016/11"	193	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Dec., 2016"	"2016/12"	209	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jan., 2017"	"2017/01"	235	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Feb., 2017"	"2017/02"	232	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Mar., 2017"	"2017/03"	247	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Apr., 2017"	"2017/04"	223	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"May, 2017"	"2017/05"	236	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jun., 2017"	"2017/06"	214	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Jul., 2017"	"2017/07"	201	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Aug., 2017"	"2017/08"	240	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Sep., 2017"	"2017/09"	209	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Oct., 2017"	"2017/10"	220	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Nov., 2017"	"2017/11"	196	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"45-54 years"	"45-54"	"Dec., 2017"	"2017/12"	253	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jan., 2014"	"2014/01"	108	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Feb., 2014"	"2014/02"	99	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Mar., 2014"	"2014/03"	95	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Apr., 2014"	"2014/04"	99	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"May, 2014"	"2014/05"	81	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jun., 2014"	"2014/06"	83	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jul., 2014"	"2014/07"	94	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Aug., 2014"	"2014/08"	94	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Sep., 2014"	"2014/09"	82	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Oct., 2014"	"2014/10"	87	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Nov., 2014"	"2014/11"	80	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Dec., 2014"	"2014/12"	101	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jan., 2015"	"2015/01"	109	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Feb., 2015"	"2015/02"	86	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Mar., 2015"	"2015/03"	113	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Apr., 2015"	"2015/04"	103	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"May, 2015"	"2015/05"	98	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jun., 2015"	"2015/06"	95	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jul., 2015"	"2015/07"	120	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Aug., 2015"	"2015/08"	124	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Sep., 2015"	"2015/09"	114	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Oct., 2015"	"2015/10"	97	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Nov., 2015"	"2015/11"	94	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Dec., 2015"	"2015/12"	105	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jan., 2016"	"2016/01"	127	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Feb., 2016"	"2016/02"	126	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Mar., 2016"	"2016/03"	138	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Apr., 2016"	"2016/04"	133	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"May, 2016"	"2016/05"	134	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jun., 2016"	"2016/06"	142	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jul., 2016"	"2016/07"	125	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Aug., 2016"	"2016/08"	143	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Sep., 2016"	"2016/09"	120	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Oct., 2016"	"2016/10"	144	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Nov., 2016"	"2016/11"	168	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Dec., 2016"	"2016/12"	148	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jan., 2017"	"2017/01"	150	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Feb., 2017"	"2017/02"	159	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Mar., 2017"	"2017/03"	185	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Apr., 2017"	"2017/04"	157	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"May, 2017"	"2017/05"	146	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jun., 2017"	"2017/06"	145	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Jul., 2017"	"2017/07"	139	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Aug., 2017"	"2017/08"	172	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Sep., 2017"	"2017/09"	166	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Oct., 2017"	"2017/10"	145	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Nov., 2017"	"2017/11"	162	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"55-64 years"	"55-64"	"Dec., 2017"	"2017/12"	165	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"65-74 years"	"65-74"	"Jan., 2014"	"2014/01"	18	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"65-74 years"	"65-74"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"65-74 years"	"65-74"	"Mar., 2014"	"2014/03"	19	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"65-74 years"	"65-74"	"Apr., 2014"	"2014/04"	19	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"65-74 years"	"65-74"	"May, 2014"	"2014/05"	13	Not Applicable	Not Applicable
	"HHS Region #4  AL, FL, GA, KY, MS, NC, SC, TN"	"HHS4"	"65-74 years"	"65-74"	"Jun., 2014"	"2014/06"	14	Not Applicable	Not Applicable
