"Notes"	"Census Division"	"Census Division Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"May, 2016"	"2016/05"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Jun., 2016"	"2016/06"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Sep., 2016"	"2016/09"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Oct., 2016"	"2016/10"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Nov., 2016"	"2016/11"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Dec., 2016"	"2016/12"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Jan., 2017"	"2017/01"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Feb., 2017"	"2017/02"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Mar., 2017"	"2017/03"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Apr., 2017"	"2017/04"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"May, 2017"	"2017/05"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Jun., 2017"	"2017/06"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Jul., 2017"	"2017/07"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Aug., 2017"	"2017/08"	10	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Sep., 2017"	"2017/09"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Oct., 2017"	"2017/10"	27	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Nov., 2017"	"2017/11"	13	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"20-24 years"	"20-24"	"Dec., 2017"	"2017/12"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jan., 2014"	"2014/01"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Mar., 2014"	"2014/03"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Apr., 2014"	"2014/04"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"May, 2014"	"2014/05"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jun., 2014"	"2014/06"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Aug., 2014"	"2014/08"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Sep., 2014"	"2014/09"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Oct., 2014"	"2014/10"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Nov., 2014"	"2014/11"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Dec., 2014"	"2014/12"	12	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jan., 2015"	"2015/01"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Mar., 2015"	"2015/03"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Apr., 2015"	"2015/04"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"May, 2015"	"2015/05"	12	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jun., 2015"	"2015/06"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Sep., 2015"	"2015/09"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Oct., 2015"	"2015/10"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Nov., 2015"	"2015/11"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Dec., 2015"	"2015/12"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jan., 2016"	"2016/01"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Mar., 2016"	"2016/03"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Apr., 2016"	"2016/04"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"May, 2016"	"2016/05"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jun., 2016"	"2016/06"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jul., 2016"	"2016/07"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Aug., 2016"	"2016/08"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Sep., 2016"	"2016/09"	27	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Oct., 2016"	"2016/10"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Nov., 2016"	"2016/11"	27	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Dec., 2016"	"2016/12"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jan., 2017"	"2017/01"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Feb., 2017"	"2017/02"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Mar., 2017"	"2017/03"	26	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Apr., 2017"	"2017/04"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"May, 2017"	"2017/05"	28	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jun., 2017"	"2017/06"	33	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Jul., 2017"	"2017/07"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Aug., 2017"	"2017/08"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Sep., 2017"	"2017/09"	31	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Oct., 2017"	"2017/10"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Nov., 2017"	"2017/11"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"25-29 years"	"25-29"	"Dec., 2017"	"2017/12"	27	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jan., 2014"	"2014/01"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Feb., 2014"	"2014/02"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Mar., 2014"	"2014/03"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Apr., 2014"	"2014/04"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"May, 2014"	"2014/05"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jun., 2014"	"2014/06"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jul., 2014"	"2014/07"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Aug., 2014"	"2014/08"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Sep., 2014"	"2014/09"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Oct., 2014"	"2014/10"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Nov., 2014"	"2014/11"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Dec., 2014"	"2014/12"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jan., 2015"	"2015/01"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Feb., 2015"	"2015/02"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Mar., 2015"	"2015/03"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"May, 2015"	"2015/05"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jun., 2015"	"2015/06"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jul., 2015"	"2015/07"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Sep., 2015"	"2015/09"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Oct., 2015"	"2015/10"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Dec., 2015"	"2015/12"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jan., 2016"	"2016/01"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Feb., 2016"	"2016/02"	28	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Mar., 2016"	"2016/03"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Apr., 2016"	"2016/04"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jun., 2016"	"2016/06"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jul., 2016"	"2016/07"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Aug., 2016"	"2016/08"	34	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Sep., 2016"	"2016/09"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Oct., 2016"	"2016/10"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Nov., 2016"	"2016/11"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Dec., 2016"	"2016/12"	32	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jan., 2017"	"2017/01"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Feb., 2017"	"2017/02"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Mar., 2017"	"2017/03"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Apr., 2017"	"2017/04"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"May, 2017"	"2017/05"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jun., 2017"	"2017/06"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Jul., 2017"	"2017/07"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Aug., 2017"	"2017/08"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Sep., 2017"	"2017/09"	32	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Oct., 2017"	"2017/10"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Nov., 2017"	"2017/11"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"30-34 years"	"30-34"	"Dec., 2017"	"2017/12"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jan., 2014"	"2014/01"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Mar., 2014"	"2014/03"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Apr., 2014"	"2014/04"	16	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"May, 2014"	"2014/05"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jun., 2014"	"2014/06"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Aug., 2014"	"2014/08"	12	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Sep., 2014"	"2014/09"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Oct., 2014"	"2014/10"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Nov., 2014"	"2014/11"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Dec., 2014"	"2014/12"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jan., 2015"	"2015/01"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Feb., 2015"	"2015/02"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Apr., 2015"	"2015/04"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"May, 2015"	"2015/05"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jun., 2015"	"2015/06"	11	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jul., 2015"	"2015/07"	13	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Aug., 2015"	"2015/08"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Sep., 2015"	"2015/09"	14	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Nov., 2015"	"2015/11"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Dec., 2015"	"2015/12"	19	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jan., 2016"	"2016/01"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Feb., 2016"	"2016/02"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Mar., 2016"	"2016/03"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Apr., 2016"	"2016/04"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"May, 2016"	"2016/05"	25	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jun., 2016"	"2016/06"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jul., 2016"	"2016/07"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Aug., 2016"	"2016/08"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Sep., 2016"	"2016/09"	28	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Nov., 2016"	"2016/11"	30	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Dec., 2016"	"2016/12"	28	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jan., 2017"	"2017/01"	32	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Feb., 2017"	"2017/02"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Mar., 2017"	"2017/03"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Apr., 2017"	"2017/04"	20	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"May, 2017"	"2017/05"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jun., 2017"	"2017/06"	13	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Jul., 2017"	"2017/07"	31	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Aug., 2017"	"2017/08"	18	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Sep., 2017"	"2017/09"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Oct., 2017"	"2017/10"	27	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Nov., 2017"	"2017/11"	24	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"35-39 years"	"35-39"	"Dec., 2017"	"2017/12"	23	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"40-44 years"	"40-44"	"Jan., 2014"	"2014/01"	15	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"40-44 years"	"40-44"	"Feb., 2014"	"2014/02"	17	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"40-44 years"	"40-44"	"Mar., 2014"	"2014/03"	21	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"40-44 years"	"40-44"	"Apr., 2014"	"2014/04"	14	Not Applicable	Not Applicable
